# Метеостанция Лондон / Сент-Джеймский парк, Великобритания, WMO_ID=3770, выборка с 01.01.2013 по 30.07.2013, все дни
# Кодировка: ANSI
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=3770&lang=ru
#
"Местное время в Лондоне / Сент-Джеймском парке";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"15.07.2013 02:00";"22.0";"";"";"";"63";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.6";"";"";"";"";"";"";
"15.07.2013 01:00";"21.9";"";"";"";"64";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.7";"Осадков нет";"6";"";"";"";"";
"15.07.2013 00:00";"23.1";"";"";"";"59";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.5";"";"";"";"";"";"";
"14.07.2013 23:00";"23.9";"";"";"";"55";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.3";"";"";"";"";"";"";
"14.07.2013 22:00";"24.1";"";"";"";"51";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.2";"";"";"";"";"";"";
"14.07.2013 21:00";"25.0";"";"";"";"50";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.8";"";"";"";"";"";"";
"14.07.2013 20:00";"26.6";"";"";"";"36";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.2";"";"";"";"";"";"";
"14.07.2013 19:00";"27.0";"";"";"";"39";"";"";"";"";"";" ";"";"";"";"28.9";"";"";"";"";"";"";"12.0";"Осадков нет";"12";"";"";"";"";
"14.07.2013 18:00";"27.9";"";"";"";"40";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.1";"";"";"";"";"";"";
"14.07.2013 17:00";"28.2";"";"";"";"39";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.1";"";"";"";"";"";"";
"14.07.2013 16:00";"27.8";"";"";"";"40";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.0";"";"";"";"";"";"";
"14.07.2013 15:00";"28.0";"";"";"";"36";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.6";"";"";"";"";"";"";
"14.07.2013 14:00";"28.3";"";"";"";"39";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.9";"";"";"";"";"";"";
"14.07.2013 13:00";"26.7";"";"";"";"47";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.4";"Осадков нет";"6";"";"";"";"";
"14.07.2013 12:00";"26.3";"";"";"";"52";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.7";"";"";"";"";"";"";
"14.07.2013 11:00";"25.1";"";"";"";"59";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.6";"";"";"";"";"";"";
"14.07.2013 10:00";"23.8";"";"";"";"65";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.8";"";"";"";"";"";"";
"14.07.2013 09:00";"21.6";"";"";"";"69";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.7";"";"";"";"";"";"";
"14.07.2013 08:00";"19.8";"";"";"";"75";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.2";"";"";"";"";"";"";
"14.07.2013 07:00";"19.3";"";"";"";"75";"";"";"";"";"";" ";"";"";"17.5";"";"";"";"";"";"";"";"14.7";"Осадков нет";"12";"";"15.0";"";"";
"14.07.2013 06:00";"17.7";"";"";"";"84";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.0";"";"";"";"";"";"";
"14.07.2013 05:00";"18.0";"";"";"";"80";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.5";"";"";"";"";"";"";
"14.07.2013 04:00";"18.4";"";"";"";"81";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.1";"";"";"";"";"";"";
"14.07.2013 03:00";"18.5";"";"";"";"81";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.2";"";"";"";"";"";"";
"14.07.2013 02:00";"19.0";"";"";"";"80";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.4";"";"";"";"";"";"";
"14.07.2013 01:00";"19.5";"";"";"";"78";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.6";"Осадков нет";"6";"";"";"";"";
"14.07.2013 00:00";"20.9";"";"";"";"74";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.0";"";"";"";"";"";"";
"13.07.2013 23:00";"22.6";"";"";"";"69";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.7";"";"";"";"";"";"";
"13.07.2013 22:00";"23.9";"";"";"";"68";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.5";"";"";"";"";"";"";
"13.07.2013 21:00";"25.6";"";"";"";"54";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.5";"";"";"";"";"";"";
"13.07.2013 20:00";"27.2";"";"";"";"45";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.3";"";"";"";"";"";"";
"13.07.2013 19:00";"28.3";"";"";"";"46";"";"";"";"";"";" ";"";"";"";"30.5";"";"";"";"";"";"";"15.6";"Осадков нет";"12";"";"";"";"";
"13.07.2013 18:00";"29.5";"";"";"";"40";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.4";"";"";"";"";"";"";
"13.07.2013 17:00";"29.9";"";"";"";"43";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.9";"";"";"";"";"";"";
"13.07.2013 16:00";"29.3";"";"";"";"43";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.5";"";"";"";"";"";"";
"13.07.2013 15:00";"29.4";"";"";"";"44";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.8";"";"";"";"";"";"";
"13.07.2013 14:00";"28.9";"";"";"";"47";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.4";"";"";"";"";"";"";
"13.07.2013 13:00";"27.8";"";"";"";"55";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.9";"Осадков нет";"6";"";"";"";"";
"13.07.2013 12:00";"27.4";"";"";"";"55";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.6";"";"";"";"";"";"";
"13.07.2013 11:00";"26.5";"";"";"";"59";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.9";"";"";"";"";"";"";
"13.07.2013 10:00";"23.9";"";"";"";"61";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.0";"";"";"";"";"";"";
"13.07.2013 09:00";"21.5";"";"";"";"70";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.7";"";"";"";"";"";"";
"13.07.2013 08:00";"18.4";"";"";"";"79";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.7";"";"";"";"";"";"";
"13.07.2013 07:00";"16.4";"";"";"";"90";"";"";"";"";"";" ";"";"";"15.0";"";"";"";"";"";"";"";"14.8";"Осадков нет";"12";"";"13.0";"";"";
"13.07.2013 06:00";"15.3";"";"";"";"92";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.0";"";"";"";"";"";"";
"13.07.2013 05:00";"15.3";"";"";"";"90";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.7";"";"";"";"";"";"";
"13.07.2013 04:00";"16.1";"";"";"";"90";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.4";"";"";"";"";"";"";
"13.07.2013 03:00";"16.1";"";"";"";"89";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.2";"";"";"";"";"";"";
"13.07.2013 02:00";"16.8";"";"";"";"87";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.6";"";"";"";"";"";"";
"13.07.2013 01:00";"16.8";"";"";"";"86";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.4";"Осадков нет";"6";"";"";"";"";
"13.07.2013 00:00";"17.3";"";"";"";"82";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.2";"";"";"";"";"";"";
"12.07.2013 23:00";"18.8";"";"";"";"73";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.9";"";"";"";"";"";"";
"12.07.2013 22:00";"20.6";"";"";"";"69";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.6";"";"";"";"";"";"";
"12.07.2013 21:00";"21.9";"";"";"";"61";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.1";"";"";"";"";"";"";
"12.07.2013 20:00";"23.6";"";"";"";"53";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.4";"";"";"";"";"";"";
"12.07.2013 19:00";"24.3";"";"";"";"49";"";"";"";"";"";" ";"";"";"";"25.0";"";"";"";"";"";"";"13.0";"7.0";"12";"";"";"";"";
"12.07.2013 18:00";"24.4";"";"";"";"51";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.6";"";"";"";"";"";"";
"12.07.2013 17:00";"24.1";"";"";"";"49";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.6";"";"";"";"";"";"";
"12.07.2013 16:00";"23.3";"";"";"";"50";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.4";"";"";"";"";"";"";
"12.07.2013 15:00";"21.9";"";"";"";"55";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.5";"";"";"";"";"";"";
"12.07.2013 14:00";"21.3";"";"";"";"57";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.5";"";"";"";"";"";"";
"12.07.2013 13:00";"19.8";"";"";"";"62";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.2";"Осадков нет";"6";"";"";"";"";
"12.07.2013 12:00";"18.1";"";"";"";"70";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.6";"";"";"";"";"";"";
"12.07.2013 11:00";"15.9";"";"";"";"74";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.2";"";"";"";"";"";"";
"12.07.2013 10:00";"14.4";"";"";"";"78";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.5";"";"";"";"";"";"";
"12.07.2013 09:00";"13.8";"";"";"";"82";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.8";"";"";"";"";"";"";
"12.07.2013 08:00";"13.5";"";"";"";"80";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.1";"";"";"";"";"";"";
"12.07.2013 07:00";"13.1";"";"";"";"79";"";"";"";"";"";" ";"";"";"12.3";"";"";"";"";"";"";"";"9.5";"Осадков нет";"12";"";"10.0";"";"";
"12.07.2013 06:00";"12.4";"";"";"";"81";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.2";"";"";"";"";"";"";
"12.07.2013 05:00";"12.7";"";"";"";"80";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.3";"";"";"";"";"";"";
"12.07.2013 04:00";"13.3";"";"";"";"78";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.5";"";"";"";"";"";"";
"12.07.2013 03:00";"13.8";"";"";"";"76";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.7";"";"";"";"";"";"";
"12.07.2013 02:00";"13.8";"";"";"";"76";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.7";"";"";"";"";"";"";
"12.07.2013 01:00";"13.8";"";"";"";"76";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.7";"";"";"";"";"";"";
"12.07.2013 00:00";"14.1";"";"";"";"77";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";
"11.07.2013 23:00";"14.7";"";"";"";"77";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.7";"";"";"";"";"";"";
"11.07.2013 22:00";"13.8";"";"";"";"76";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.7";"";"";"";"";"";"";
"11.07.2013 21:00";"14.7";"";"";"";"77";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.7";"";"";"";"";"";"";
"11.07.2013 20:00";"18.0";"";"";"";"63";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.9";"";"";"";"";"";"";
"11.07.2013 19:00";"13.8";"";"";"";"76";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.7";"";"";"";"";"";"";
"11.07.2013 18:00";"22.5";"";"";"";"41";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.7";"";"";"";"";"";"";
"11.07.2013 17:00";"22.5";"";"";"";"41";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.7";"";"";"";"";"";"";
"11.07.2013 16:00";"14.1";"";"";"";"77";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";
"11.07.2013 15:00";"22.4";"";"";"";"43";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.2";"";"";"";"";"";"";
"11.07.2013 14:00";"21.7";"";"";"";"45";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.3";"";"";"";"";"";"";
"11.07.2013 13:00";"22.5";"";"";"";"41";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.7";"";"";"";"";"";"";
"11.07.2013 12:00";"22.4";"";"";"";"43";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.2";"";"";"";"";"";"";
"11.07.2013 11:00";"16.4";"";"";"";"58";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.1";"";"";"";"";"";"";
"11.07.2013 10:00";"20.7";"";"";"";"48";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.2";"";"";"";"";"";"";
"11.07.2013 09:00";"13.1";"";"";"";"67";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.0";"";"";"";"";"";"";
"11.07.2013 08:00";"12.7";"";"";"";"69";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.1";"";"";"";"";"";"";
"11.07.2013 07:00";"22.5";"";"";"";"41";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.7";"";"";"";"";"";"";
"11.07.2013 06:00";"13.1";"";"";"";"67";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.0";"";"";"";"";"";"";
"11.07.2013 05:00";"12.3";"";"";"";"71";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.2";"";"";"";"";"";"";
"11.07.2013 04:00";"20.7";"";"";"";"48";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.2";"";"";"";"";"";"";
"11.07.2013 03:00";"12.8";"";"";"";"71";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.7";"";"";"";"";"";"";
"11.07.2013 02:00";"13.1";"";"";"";"67";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.0";"";"";"";"";"";"";
"11.07.2013 01:00";"12.3";"";"";"";"71";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.2";"";"";"";"";"";"";
"11.07.2013 00:00";"12.8";"";"";"";"71";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.7";"";"";"";"";"";"";
"10.07.2013 23:00";"14.7";"";"";"";"71";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.4";"";"";"";"";"";"";
"10.07.2013 22:00";"13.2";"";"";"";"74";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.6";"Осадков нет";"6";"";"";"";"";
"10.07.2013 21:00";"17.8";"";"";"";"62";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.4";"";"";"";"";"";"";
"10.07.2013 20:00";"19.7";"";"";"";"60";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.7";"";"";"";"";"";"";
"10.07.2013 19:00";"14.7";"";"";"";"71";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.4";"";"";"";"";"";"";
"10.07.2013 18:00";"22.4";"";"";"";"53";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.3";"";"";"";"";"";"";
"10.07.2013 17:00";"23.0";"";"";"";"52";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.7";"";"";"";"";"";"";
"10.07.2013 13:00";"22.4";"";"";"";"59";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.9";"Осадков нет";"6";"";"";"";"";
"10.07.2013 07:00";"14.9";"";"";"";"73";"";"";"";"";"";" ";"";"";"14.2";"";"";"";"";"";"";"";"10.0";"Осадков нет";"12";"";"11.0";"";"";
"10.07.2013 01:00";"16.1";"";"";"";"68";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.1";"Осадков нет";"6";"";"";"";"";
"09.07.2013 19:00";"23.9";"";"";"";"40";"";"";"";"";"";" ";"";"";"";"26.8";"";"";"";"";"";"";"9.5";"Осадков нет";"12";"";"";"";"";
"09.07.2013 13:00";"23.3";"";"";"";"31";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.3";"Осадков нет";"6";"";"";"";"";
"09.07.2013 07:00";"12.6";"";"";"";"84";"";"";"";"";"";" ";"";"";"12.2";"";"";"";"";"";"";"";"9.9";"Осадков нет";"12";"";"10.0";"";"";
"09.07.2013 01:00";"16.1";"";"";"";"78";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.3";"Осадков нет";"6";"";"";"";"";
"08.07.2013 19:00";"23.9";"";"";"";"56";"";"";"";"";"";" ";"";"";"";"26.2";"";"";"";"";"";"";"14.7";"Осадков нет";"12";"";"";"";"";
"08.07.2013 13:00";"24.9";"";"";"";"44";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.9";"Осадков нет";"6";"";"";"";"";
"08.07.2013 07:00";"16.1";"";"";"";"74";"";"";"";"";"";" ";"";"";"15.5";"";"";"";"";"";"";"";"11.5";"Осадков нет";"12";"";"13.0";"";"";
"08.07.2013 01:00";"18.8";"";"";"";"73";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.8";"Осадков нет";"6";"";"";"";"";
"07.07.2013 19:00";"24.7";"";"";"";"49";"";"";"";"";"";" ";"";"";"";"28.5";"";"";"";"";"";"";"13.3";"Осадков нет";"12";"";"";"";"";
"07.07.2013 13:00";"27.2";"";"";"";"39";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.1";"Осадков нет";"6";"";"";"";"";
"07.07.2013 07:00";"16.9";"";"";"";"90";"";"";"";"";"";" ";"";"";"15.6";"";"";"";"";"";"";"";"15.2";"Осадков нет";"12";"";"12.0";"";"";
"07.07.2013 01:00";"18.1";"";"";"";"84";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.3";"Осадков нет";"6";"";"";"";"";
"06.07.2013 19:00";"25.0";"";"";"";"55";"";"";"";"";"";" ";"";"";"";"27.7";"";"";"";"";"";"";"15.2";"Осадков нет";"12";"";"";"";"";
"06.07.2013 13:00";"24.8";"";"";"";"47";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.7";"Осадков нет";"6";"";"";"";"";
"06.07.2013 07:00";"15.3";"";"";"";"70";"";"";"";"";"";" ";"";"";"14.3";"";"";"";"";"";"";"";"9.9";"Осадков нет";"12";"";"10.0";"";"";
"06.07.2013 01:00";"16.5";"";"";"";"72";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.5";"Осадков нет";"6";"";"";"";"";
"05.07.2013 19:00";"23.7";"";"";"";"49";"";"";"";"";"";" ";"";"";"";"25.7";"";"";"";"";"";"";"12.4";"Осадков нет";"12";"";"";"";"";
"05.07.2013 13:00";"24.0";"";"";"";"50";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.0";"Осадков нет";"6";"";"";"";"";
"05.07.2013 07:00";"15.0";"";"";"";"85";"";"";"";"";"";" ";"";"";"12.6";"";"";"";"";"";"";"";"12.4";"Осадков нет";"12";"";"10.0";"";"";
"05.07.2013 01:00";"15.7";"";"";"";"75";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.2";"Осадков нет";"6";"";"";"";"";
"04.07.2013 19:00";"22.7";"";"";"";"63";"";"";"";"";"";" ";"";"";"";"24.1";"";"";"";"";"";"";"15.3";"Осадков нет";"12";"";"";"";"";
"04.07.2013 13:00";"21.4";"";"";"";"65";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.5";"Осадков нет";"6";"";"";"";"";
"04.07.2013 10:00";"17.9";"";"";"";"78";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.1";"";"";"";"";"";"";
"04.07.2013 07:00";"14.0";"";"";"";"91";"";"";"";"";"";" ";"";"";"12.8";"";"";"";"";"";"";"";"12.6";"Осадков нет";"12";"";"11.0";"";"";
"04.07.2013 04:00";"13.0";"";"";"";"87";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.9";"";"";"";"";"";"";
"04.07.2013 01:00";"14.8";"";"";"";"83";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.9";"Осадков нет";"6";"";"";"";"";
"03.07.2013 22:00";"17.7";"";"";"";"69";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.9";"";"";"";"";"";"";
"03.07.2013 19:00";"19.3";"";"";"";"62";"";"";"";"";"";" ";"";"";"";"20.8";"";"";"";"";"";"";"11.9";"Осадков нет";"12";"";"";"";"";
"03.07.2013 16:00";"20.0";"";"";"";"61";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.3";"";"";"";"";"";"";
"03.07.2013 13:00";"18.9";"";"";"";"74";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.2";"Осадков нет";"6";"";"";"";"";
"03.07.2013 10:00";"16.9";"";"";"";"82";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.8";"";"";"";"";"";"";
"03.07.2013 07:00";"15.1";"";"";"";"94";"";"";"";"";"";" ";"";"";"14.6";"";"";"";"";"";"";"";"14.2";"2.0";"12";"";"14.0";"";"";
"03.07.2013 04:00";"14.7";"";"";"";"93";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.6";"";"";"";"";"";"";
"03.07.2013 01:00";"15.4";"";"";"";"84";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.7";"Осадков нет";"6";"";"";"";"";
"02.07.2013 22:00";"15.5";"";"";"";"79";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.9";"";"";"";"";"";"";
"02.07.2013 19:00";"15.8";"";"";"";"74";"";"";"";"";"";" ";"";"";"";"18.4";"";"";"";"";"";"";"11.1";"Осадков нет";"12";"";"";"";"";
"02.07.2013 16:00";"18.3";"";"";"";"52";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.4";"";"";"";"";"";"";
"02.07.2013 13:00";"16.8";"";"";"";"66";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.3";"Осадков нет";"6";"";"";"";"";
"02.07.2013 10:00";"15.4";"";"";"";"69";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.7";"";"";"";"";"";"";
"02.07.2013 07:00";"13.1";"";"";"";"78";"";"";"";"";"";" ";"";"";"12.3";"";"";"";"";"";"";"";"9.3";"Осадков нет";"12";"";"9.0";"";"";
"02.07.2013 04:00";"13.2";"";"";"";"77";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.3";"";"";"";"";"";"";
"02.07.2013 01:00";"14.5";"";"";"";"69";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.8";"Осадков нет";"6";"";"";"";"";
"01.07.2013 22:00";"16.8";"";"";"";"56";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.1";"";"";"";"";"";"";
"01.07.2013 19:00";"18.9";"";"";"";"48";"";"";"";"";"";" ";"";"";"";"20.6";"";"";"";"";"";"";"7.7";"Осадков нет";"12";"";"";"";"";
"01.07.2013 16:00";"19.4";"";"";"";"51";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.0";"";"";"";"";"";"";
"01.07.2013 13:00";"19.2";"";"";"";"53";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.3";"Осадков нет";"6";"";"";"";"";
"01.07.2013 10:00";"17.0";"";"";"";"61";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.5";"";"";"";"";"";"";
"01.07.2013 07:00";"14.4";"";"";"";"75";"";"";"";"";"";" ";"";"";"14.0";"";"";"";"";"";"";"";"9.9";"Осадков нет";"12";"";"12.0";"";"";
"01.07.2013 04:00";"14.7";"";"";"";"77";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.8";"";"";"";"";"";"";
"01.07.2013 01:00";"14.7";"";"";"";"75";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.3";"Осадков нет";"6";"";"";"";"";
"30.06.2013 22:00";"19.3";"";"";"";"62";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.9";"";"";"";"";"";"";
"30.06.2013 19:00";"23.7";"";"";"";"46";"";"";"";"";"";" ";"";"";"";"26.5";"";"";"";"";"";"";"11.5";"Осадков нет";"12";"";"";"";"";
"30.06.2013 16:00";"25.8";"";"";"";"45";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.1";"";"";"";"";"";"";
"30.06.2013 13:00";"23.9";"";"";"";"54";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.9";"Осадков нет";"6";"";"";"";"";
"30.06.2013 10:00";"18.4";"";"";"";"75";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.8";"";"";"";"";"";"";
"30.06.2013 07:00";"16.2";"";"";"";"88";"";"";"";"";"";" ";"";"";"15.2";"";"";"";"";"";"";"";"14.2";"Осадков нет";"12";"";"12.0";"";"";
"30.06.2013 04:00";"16.7";"";"";"";"83";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.8";"";"";"";"";"";"";
"30.06.2013 01:00";"18.5";"";"";"";"73";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.6";"Осадков нет";"6";"";"";"";"";
"29.06.2013 22:00";"18.7";"";"";"";"56";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.8";"";"";"";"";"";"";
"29.06.2013 19:00";"20.4";"";"";"";"46";"";"";"";"";"";" ";"";"";"";"21.9";"";"";"";"";"";"";"8.3";"Осадков нет";"12";"";"";"";"";
"29.06.2013 16:00";"20.3";"";"";"";"46";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.2";"";"";"";"";"";"";
