# Метеостанция Овруч, Украина, WMO_ID=33213, выборка с 01.01.2019 по 30.07.2019, все дни
# Кодировка: ANSI
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=33213&lang=ru
#
"Местное время в Овруче";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"14.07.2019 03:00";"11.5";"742.0";"";"";"92";"";"0";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"14.07.2019 00:00";"13.4";"";"";"";"88";"Ветер, дующий с юго-востока";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"13.07.2019 21:00";"18.6";"742.0";"";"";"63";"";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"13.07.2019 18:00";"21.2";"";"";"";"46";"Ветер, дующий с северо-запада";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"13.07.2019 15:00";"20.7";"742.0";"";"";"50";"";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"13.07.2019 12:00";"19.7";"742.0";"";"";"55";"";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"13.07.2019 09:00";"15.5";"743.0";"";"";"77";"";"0";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"13.07.2019 06:00";"9.8";"742.0";"";"";"97";"";"0";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"13.07.2019 03:00";"10.6";"742.0";"";"";"96";"";"0";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"13.07.2019 00:00";"11.8";"";"";"";"94";"Штиль, безветрие";"0";"";"";"Облаков нет.";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"12.07.2019 21:00";"15.2";"742.0";"";"";"81";"";"0";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"12.07.2019 18:00";"20.0";"741.0";"";"";"54";"";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"12.07.2019 15:00";"19.0";"";"";"";"60";"Ветер, дующий с запада";"2";"";"";"70 – 80%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"12.07.2019 12:00";"19.4";"741.0";"";"";"62";"";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"12.07.2019 09:00";"15.4";"741.0";"";"";"83";"";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"12.07.2019 06:00";"12.7";"741.0";"756.0";"";"94";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"90  или более, но не 100%";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"4.0";"11.8";"";"";"";"";"";"";
"12.07.2019 03:00";"11.4";"741.0";"";"";"95";"";"1";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"12.07.2019 00:00";"12.8";"";"";"";"93";"Ветер, дующий с юга";"1";"";"";"70 – 80%.";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"11.07.2019 21:00";"14.9";"740.0";"";"";"84";"";"0";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"11.07.2019 18:00";"15.8";"740.0";"";"";"81";"";"0";"";"";"";"Ливневый(ые) дождь(и). ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"11.07.2019 15:00";"18.7";"739.0";"";"";"67";"";"1";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"11.07.2019 12:00";"15.8";"740.0";"";"";"77";"";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"11.07.2019 09:00";"12.6";"";"";"";"93";"Ветер, дующий с запада";"2";"";"";"100%.";"Дымка. ";"";"";"11.0";"";"";"";"";"";"";"4.0";"";"Осадков нет";"6";"";"";"";"";
"11.07.2019 06:00";"11.6";"";"";"";"95";"Ветер, дующий с запада";"1";"";"";"100%.";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"11.07.2019 03:00";"11.0";"740.0";"";"";"92";"";"1";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"11.07.2019 00:00";"12.3";"";"";"";"92";"Ветер, дующий с запада";"1";"";"";"Облаков нет.";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"10.07.2019 21:00";"14.8";"739.0";"";"";"85";"";"0";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"10.07.2019 18:00";"15.3";"739.0";"";"";"80";"";"0";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"10.07.2019 15:00";"17.4";"738.0";"";"";"72";"";"0";"";"";"";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"10.07.2019 12:00";"15.5";"739.0";"";"";"88";"";"2";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"10.07.2019 09:00";"13.4";"739.0";"";"";"92";"";"1";"";"";"";"Ливневый(ые) дождь(и). ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"10.07.2019 06:00";"11.8";"739.0";"";"";"96";"";"1";"";"";"";"Ливневый(ые) дождь(и). ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"10.07.2019 03:00";"11.6";"";"";"";"95";"Ветер, дующий с северо-запада";"1";"";"";"70 – 80%.";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"Осадков нет";"6";"";"";"";"";
"10.07.2019 00:00";"11.2";"";"";"";"95";"Ветер, дующий с запада";"2";"";"";"90  или более, но не 100%";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"09.07.2019 21:00";"12.7";"740.0";"";"";"94";"";"1";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"09.07.2019 18:00";"19.6";"";"";"";"50";"Ветер, дующий с запада";"4";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"09.07.2019 15:00";"19.2";"740.0";"";"";"50";"";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"09.07.2019 12:00";"18.2";"741.0";"";"";"55";"";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"09.07.2019 09:00";"14.6";"";"";"";"69";"Ветер, дующий с запада";"1";"";"";"20–30%.";" ";"";"";"10.3";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"09.07.2019 06:00";"10.4";"742.0";"";"";"90";"";"0";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"09.07.2019 03:00";"11.3";"";"";"";"86";"Ветер, дующий с юго-запада";"1";"";"";"40%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"09.07.2019 00:00";"12.4";"";"";"";"89";"Ветер, дующий с запада";"1";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"08.07.2019 21:00";"13.2";"741.0";"";"";"88";"";"1";"";"";"";"Ливневый(ые) дождь(и). ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"08.07.2019 18:00";"18.7";"740.0";"";"";"53";"";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"08.07.2019 15:00";"18.5";"740.0";"";"";"50";"";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"08.07.2019 12:00";"19.8";"740.0";"";"";"51";"";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"08.07.2019 09:00";"17.1";"739.0";"";"";"62";"";"2";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"08.07.2019 06:00";"12.8";"";"";"";"84";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"08.07.2019 03:00";"15.4";"";"";"";"83";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"08.07.2019 00:00";"16.3";"";"";"";"81";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"07.07.2019 21:00";"19.8";"738.0";"";"";"72";"";"0";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"07.07.2019 18:00";"22.2";"";"";"";"60";"Ветер, дующий с запада";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"07.07.2019 15:00";"23.1";"737.0";"";"";"63";"";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"07.07.2019 12:00";"21.0";"738.0";"";"";"69";"";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"07.07.2019 09:00";"19.5";"737.0";"";"";"73";"";"0";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"07.07.2019 06:00";"15.8";"";"";"";"81";"Ветер, дующий с юга";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"07.07.2019 03:00";"14.3";"740.0";"";"";"81";"";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"07.07.2019 00:00";"15.6";"";"";"";"72";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"06.07.2019 21:00";"19.5";"740.0";"";"";"56";"";"0";"";"";"60%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"06.07.2019 18:00";"22.5";"";"";"";"33";"Ветер, дующий с запада";"2";"";"";"60%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"06.07.2019 15:00";"21.4";"";"";"";"36";"Ветер, дующий с запада";"4";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"06.07.2019 12:00";"18.8";"741.0";"";"";"48";"";"5";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"06.07.2019 09:00";"15.8";"";"";"";"65";"Ветер, дующий с юго-запада";"1";"";"";"Облаков нет.";" ";"";"";"11.4";"";"";"";"";"";"";"10.0";"";"Следы осадков";"12";"";"";"";"";
"06.07.2019 06:00";"11.4";"742.0";"";"";"90";"";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"06.07.2019 03:00";"12.4";"";"";"";"84";"Штиль, безветрие";"0";"";"";"70 – 80%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"06.07.2019 00:00";"14.8";"";"";"";"81";"Штиль, безветрие";"0";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"05.07.2019 21:00";"16.0";"741.0";"";"";"83";"";"0";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"05.07.2019 18:00";"21.3";"";"";"";"46";"Ветер, дующий с юга";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"05.07.2019 15:00";"21.6";"742.0";"";"";"40";"";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"05.07.2019 12:00";"21.6";"";"";"";"38";"Ветер, дующий с юга";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"05.07.2019 09:00";"15.8";"745.0";"";"";"61";"";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"05.07.2019 06:00";"9.0";"";"";"";"84";"Ветер, дующий с северо-запада";"1";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"05.07.2019 03:00";"9.3";"748.0";"";"";"89";"";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"05.07.2019 00:00";"10.6";"";"";"";"80";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"04.07.2019 21:00";"15.4";"";"";"";"63";"Ветер, дующий с юга";"1";"";"";"60%.";" ";"";"";"";"21.1";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"04.07.2019 18:00";"19.4";"747.9";"762.7";"";"37";"Ветер, дующий с юго-запада";"3";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"4.2";"";"";"";"";"";"";
"04.07.2019 15:00";"20.0";"748.0";"";"";"39";"";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"04.07.2019 12:00";"19.5";"748.0";"";"";"43";"";"1";"";"";"60%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"04.07.2019 09:00";"16.4";"";"";"";"56";"Ветер, дующий с востока";"1";"";"";"Облаков нет.";" ";"";"";"9.6";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"04.07.2019 06:00";"10.1";"749.0";"";"";"87";"";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"04.07.2019 03:00";"10.8";"";"";"";"83";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"04.07.2019 00:00";"11.8";"";"";"";"82";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"03.07.2019 21:00";"16.8";"747.0";"";"";"56";"";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"03.07.2019 18:00";"20.9";"746.0";"";"";"40";"";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"03.07.2019 15:00";"20.7";"746.0";"";"";"43";"";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"03.07.2019 12:00";"20.2";"746.0";"";"";"45";"";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"03.07.2019 09:00";"18.4";"746.0";"";"";"59";"";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"03.07.2019 06:00";"13.0";"";"";"";"89";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"03.07.2019 03:00";"16.2";"745.0";"";"";"82";"";"0";"";"";"40%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"03.07.2019 00:00";"17.6";"";"";"";"78";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"02.07.2019 21:00";"22.0";"743.0";"";"";"72";"";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.07.2019 18:00";"25.7";"743.0";"";"";"41";"";"2";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.07.2019 15:00";"23.3";"744.0";"";"";"51";"";"1";"";"";"60%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.07.2019 12:00";"18.7";"745.0";"";"";"76";"";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.07.2019 09:00";"17.0";"744.0";"";"";"81";"";"1";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.07.2019 06:00";"16.2";"";"";"";"94";"Ветер, дующий с востока";"1";"";"";"90  или более, но не 100%";"Гроза (с осадками или без них). ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"02.07.2019 03:00";"17.7";"";"";"";"88";"Штиль, безветрие";"0";"";"";"100%.";"Слабый дождь в срок наблюдения. Гроза в течение последнего часа, но не в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"02.07.2019 00:00";"19.5";"";"";"";"78";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"01.07.2019 21:00";"22.2";"743.0";"";"";"63";"";"7";"";"";"60%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"01.07.2019 18:00";"33.2";"741.0";"";"";"35";"";"2";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"01.07.2019 15:00";"32.6";"741.0";"";"";"40";"";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"01.07.2019 12:00";"30.2";"";"";"";"48";"Ветер, дующий с юга";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"01.07.2019 09:00";"23.4";"743.0";"";"";"69";"";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"01.07.2019 06:00";"15.8";"744.0";"";"";"89";"";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"01.07.2019 03:00";"16.7";"745.0";"";"";"87";"";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"01.07.2019 00:00";"17.9";"";"";"";"86";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"30.06.2019 21:00";"23.0";"";"";"";"62";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"27.7";"";"";"";"";"";"10.0";"";"Следы осадков";"12";"";"";"";"";
"30.06.2019 18:00";"27.6";"744.0";"";"";"44";"";"1";"";"";"40%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"30.06.2019 15:00";"25.3";"";"";"";"48";"Ветер, дующий с северо-запада";"2";"";"";"40%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"30.06.2019 12:00";"21.6";"";"";"";"58";"Ветер, дующий с юго-запада";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
